Query,Assessment_url
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa-4310/
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/sales-representative-solution/
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/products/product-catalog/view/professional-7-1-solution/
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
"Based on the JD recommend me assessment for Consultant position - I/O Psychology, talent assessment, validation, leadership assessment, succession planning. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/tableau-new/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/
"I want to hire a Senior Data Analyst with 5 years of experience and expertise in SQL, Excel and Python. The assessment can be 1-2 hour long",https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/javascript-new/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/products/product-catalog/view/interpersonal-communications/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report
"Looking to hire mid-level professionals who are proficient in Python, SQL and JavaScript",https://www.shl.com/solutions/products/product-catalog/view/python-new/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/products/product-catalog/view/professional-7-1-solution/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/products/product-catalog/view/interpersonal-communications/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa-4310/
Need assessments for screening analyst applications - looking for Cognitive and personality tests,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/java-8-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/products/product-catalog/view/business-communication-adaptive/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/python-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/javascript-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa-4310/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/
"Radio station Programming Manager - creative, marketing, people management, communication skills. Max 90 mins",https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/
